,price,address,postcode,number_bedrooms
391,615000.0,"Kenmore Avenue, Kenton, Harrow, HA3",HA3,3.0
392,250000.0,"Taunton Way, HA7",HA7,1.0
393,425000.0,"Elm Park Road, Pinner, HA5",HA5,2.0
394,275000.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
395,265000.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
397,275000.0,"Masons Avenue, Harrow, HA3",HA3,1.0
398,750000.0,"Cheyneys Avenue, Edgware, HA8",HA8,3.0
399,620000.0,"Harrow View,
North Harrow,
Harrow,
HA2",HA2,4.0
400,365000.0,"Bolton Road, Harrow, Middlesex, HA1",HA1,1.0
401,375000.0,"Burhill Grove, Pinner, HA5",HA5,2.0
403,485000.0,"Randon Close, Harrow, Middlesex, HA2",HA2,2.0
404,385000.0,"Letchford Terrace, Headstone Lane, Harrow, Middlesex, HA3",HA3,2.0
405,320000.0,"Kenton Lane, Harrow, Greater London, HA3, UK",HA3,2.0
407,425000.0," Kenton Avenue,  Harrow on the Hill, HA1",HA1,2.0
409,575000.0," Palmerston Court, Elmfield Close, Harrow on the Hill, HA1",HA1,3.0
410,277500.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
411,285000.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
412,287500.0,"Queens House, Kymberley Road, Harrow, Middlesex, HA1",HA1,1.0
413,400000.0,"Windermere Hall, Stonegrove, HA8",HA8,2.0
417,375000.0,"Burhill Grove, Pinner, Middlesex, HA5",HA5,2.0
418,210000.0,"Platinum House, Harrow, Middlesex, HA1 2EX",HA1,1.0
419,460000.0,"Warneford Road, Kenton, Harrow, HA3",HA3,3.0
421,600000.0,"Beechwood Avenue, Harrow, HA2",HA2,3.0
422,650000.0,"Durley Avenue, Pinner, HA5",HA5,3.0
424,355000.0,"Trinity Court, 221 Marsh Road, Pinner, Middlesex, HA5",HA5,1.0
426,450000.0,"Trinity Court, 221 Marsh Road, Pinner, Middlesex, HA5",HA5,2.0
427,365000.0,"Trinity Court, 221 Marsh Road, Pinner, Middlesex, HA5",HA5,1.0
429,250000.0,"St. Pauls Avenue, HARROW, Middlesex, HA3",HA3,1.0
430,380000.0,"Bourne Park, 151 Rayners Lane, Harrow, Middlesex, HA2",HA2,2.0
431,419000.0,"Queensbury Square, Honeypot Lane, NW9",NW9,2.0
434,685000.0,"Sherborne Gardens, Queensbury, NW9",NW9,5.0
435,565000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
436,625000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,3.0
437,465000.0,"Laburnum Court, Stanmore, Middlesex, HA7",HA7,2.0
438,525000.0,"Northolt Road, South Harrow, Harrow, HA2",HA2,3.0
445,550000.0,"Stanley Road, Harrow, HA2",HA2,3.0
446,585000.0,"Marsh Road, Pinner, Middlesex HA5",HA5,2.0
447,680000.0,"Crowshott Avenue, Stanmore, Middlesex, HA7",HA7,3.0
448,375000.0,"Chiswick Court, Moss Lane, Pinner, Middlesex, HA5",HA5,2.0
453,850000.0,"Kings Way, Harrow, HA1",HA1,5.0
454,350000.0,"Northolt Road, South Harrow, Harrow, HA2",HA2,1.0
455,475000.0,"College Road, Harrow, HA1",HA1,2.0
456,239950.0,"Aldridge Avenue, Stanmore, Middlesex, HA7",HA7,1.0
460,625000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,3.0
461,850000.0," Crown Street,  Harrow on the Hill, HA2",HA2,4.0
462,325000.0,"Dove Park, Pinner, Middlesex, HA5",HA5,1.0
463,579950.0,"Bacon Lane Edgware, HA8 5AP",HA8,3.0
467,350000.0,"Nugents Court, St. Thomas Drive, Pinner, Middlesex, HA5",HA5,2.0
468,325000.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,1.0
469,930000.0,"East Towers, Pinner, Middlesex, HA5",HA5,5.0
472,1220000.0,"Dovercourt Gardens,Stanmore,HA7",HA7,4.0
474,700000.0,"West End Lane, Pinner, HA5",HA5,3.0
475,365000.0,"Bolton Road, Harrow, Middlesex, HA1",HA1,1.0
476,175000.0,"The Greenwoods, 19 Sherwood Road, HARROW, HA2",HA2,1.0
477,347000.0,"Queensbury Square, Honeypot Lane, NW9",NW9,1.0
478,285000.0,"Queensbury Square, Honeypot Lane, London, NW9",NW9,1.0
479,470000.0,"Queensbury Square, Honeypot Lane, London, NW9",NW9,2.0
480,335000.0,"Queensbury Square, Honeypot Lane, NW9",NW9,1.0
481,344000.0,"Queensbury Sqaure, Honeypot Lane, London, NW9",NW9,1.0
482,349000.0,"Queensbury Square, Honeypot Lane, NW9",NW9,1.0
483,240000.0,"Om House, College Road, Harrow, HA1",HA1,1.0
484,325000.0,"Devonshire Road, Pinner, Middlesex HA5",HA5,1.0
486,379950.0,"College Road, Harrow, HA1",HA1,1.0
487,625000.0,"Mepham Gardens, Harrow, HA3",HA3,4.0
493,500000.0,"Hitherwell Drive, Harrow, Middlesex, HA3",HA3,3.0
494,550000.0,"Dudley Gardens, Harrow, HA2",HA2,3.0
